"Болезнь","Симптом_1","Симптом_2","Симптом_3","Симптом_4","Симптом_5","Симптом_6","Симптом_7","Симптом_8","Симптом_9","Симптом_10","Симптом_11","Симптом_12","Симптом_13","Симптом_14","Симптом_15","Симптом_16","Симптом_17"
"Язвенная_болезнь_желудка","расстройство_желудка","потеря_аппетита","боль_в_животе","прохождение_газов","внутренний_зуд","","","","","","","","","","","",""
"Язвенная_болезнь_желудка","рвота","потеря_аппетита","боль_в_животе","прохождение_газов","внутренний_зуд","","","","","","","","","","","",""
"Язвенная_болезнь_желудка","рвота","расстройство_желудка","боль_в_животе","прохождение_газов","внутренний_зуд","","","","","","","","","","","",""
"Язвенная_болезнь_желудка","рвота","расстройство_желудка","потеря_аппетита","прохождение_газов","внутренний_зуд","","","","","","","","","","","",""
"Язвенная_болезнь_желудка","рвота","расстройство_желудка","потеря_аппетита","боль_в_животе","внутренний_зуд","","","","","","","","","","","",""
"Язвенная_болезнь_желудка","рвота","расстройство_желудка","потеря_аппетита","боль_в_животе","прохождение_газов","","","","","","","","","","","",""
"Язвенная_болезнь_желудка","рвота","расстройство_желудка","потеря_аппетита","боль_в_животе","прохождение_газов","внутренний_зуд","","","","","","","","","","",""
"Язвенная_болезнь_желудка","рвота","расстройство_желудка","потеря_аппетита","боль_в_животе","прохождение_газов","внутренний_зуд","","","","","","","","","","",""
"СПИД","атрофия_мышц","пятна_в_горле","высокая_температура","внебрачные_контакты","","","","","","","","","","","","",""
"СПИД","пятна_в_горле","высокая_температура","внебрачные_контакты","","","","","","","","","","","","","",""
"СПИД","атрофия_мышц","высокая_температура","внебрачные_контакты","","","","","","","","","","","","","",""
"СПИД","атрофия_мышц","пятна_в_горле","внебрачные_контакты","","","","","","","","","","","","","",""
"СПИД","атрофия_мышц","пятна_в_горле","высокая_температура","","","","","","","","","","","","","",""
"СПИД","атрофия_мышц","пятна_в_горле","высокая_температура","внебрачные_контакты","","","","","","","","","","","","",""
"СПИД","атрофия_мышц","пятна_в_горле","высокая_температура","внебрачные_контакты","","","","","","","","","","","","",""
"СПИД","пятна_в_горле","высокая_температура","внебрачные_контакты","","","","","","","","","","","","","",""
"СПИД","атрофия_мышц","высокая_температура","внебрачные_контакты","","","","","","","","","","","","","",""
"СПИД","атрофия_мышц","пятна_в_горле","высокая_температура","","","","","","","","","","","","","",""
"Диабет","усталость","потеря_веса","беспокойство","вялость","нерегулярный_уровень_сахара","затуманенное_и_искаженное_зрение","ожирение","чрезмерный_голод","повышенный_аппетит","полиурия","","","","","","",""
"Диабет","усталость","потеря_веса","беспокойство","вялость","нерегулярный_уровень_сахара","затуманенное_и_искаженное_зрение","ожирение","чрезмерный_голод","повышенный_аппетит","полиурия","","","","","","",""
"Диабет","потеря_веса","беспокойство","вялость","нерегулярный_уровень_сахара","затуманенное_и_искаженное_зрение","ожирение","чрезмерный_голод","повышенный_аппетит","полиурия","","","","","","","",""
"Диабет","усталость","беспокойство","вялость","нерегулярный_уровень_сахара","затуманенное_и_искаженное_зрение","ожирение","чрезмерный_голод","повышенный_аппетит","полиурия","","","","","","","",""
"Диабет","усталость","потеря_веса","вялость","нерегулярный_уровень_сахара","затуманенное_и_искаженное_зрение","ожирение","чрезмерный_голод","повышенный_аппетит","полиурия","","","","","","","",""
"Диабет","усталость","потеря_веса","беспокойство","нерегулярный_уровень_сахара","затуманенное_и_искаженное_зрение","ожирение","чрезмерный_голод","повышенный_аппетит","полиурия","","","","","","","",""
"Диабет","усталость","потеря_веса","беспокойство","вялость","затуманенное_и_искаженное_зрение","ожирение","чрезмерный_голод","повышенный_аппетит","полиурия","","","","","","","",""
"Диабет","усталость","потеря_веса","беспокойство","вялость","нерегулярный_уровень_сахара","ожирение","чрезмерный_голод","повышенный_аппетит","полиурия","","","","","","","",""
"Диабет","усталость","потеря_веса","беспокойство","вялость","нерегулярный_уровень_сахара","затуманенное_и_искаженное_зрение","чрезмерный_голод","повышенный_аппетит","полиурия","","","","","","","",""
"Диабет","усталость","потеря_веса","беспокойство","вялость","нерегулярный_уровень_сахара","затуманенное_и_искаженное_зрение","ожирение","повышенный_аппетит","полиурия","","","","","","","",""
"Гастроэнтерит","рвота","запавшие_глаза","обезвоживание","диарея","","","","","","","","","","","","",""
"Гастроэнтерит","рвота","запавшие_глаза","обезвоживание","диарея","","","","","","","","","","","","",""
"Гастроэнтерит","запавшие_глаза","обезвоживание","диарея","","","","","","","","","","","","","",""
"Гастроэнтерит","рвота","обезвоживание","диарея","","","","","","","","","","","","","",""
"Гастроэнтерит","рвота","запавшие_глаза","диарея","","","","","","","","","","","","","",""
"Гастроэнтерит","рвота","запавшие_глаза","обезвоживание","","","","","","","","","","","","","",""
"Гастроэнтерит","рвота","запавшие_глаза","обезвоживание","диарея","","","","","","","","","","","","",""
"Гастроэнтерит","запавшие_глаза","обезвоживание","диарея","","","","","","","","","","","","","",""
"Гастроэнтерит","рвота","обезвоживание","диарея","","","","","","","","","","","","","",""
"Гастроэнтерит","рвота","запавшие_глаза","диарея","","","","","","","","","","","","","",""
"Бронхиальная_астма","усталость","кашель","высокая_температура","одышка","история_семьи","слизистая_мокрота","","","","","","","","","","",""
"Бронхиальная_астма","кашель","высокая_температура","одышка","история_семьи","слизистая_мокрота","","","","","","","","","","","",""
"Бронхиальная_астма","усталость","высокая_температура","одышка","история_семьи","слизистая_мокрота","","","","","","","","","","","",""
"Бронхиальная_астма","усталость","кашель","одышка","история_семьи","слизистая_мокрота","","","","","","","","","","","",""
"Бронхиальная_астма","усталость","кашель","высокая_температура","история_семьи","слизистая_мокрота","","","","","","","","","","","",""
"Бронхиальная_астма","усталость","кашель","высокая_температура","одышка","слизистая_мокрота","","","","","","","","","","","",""
"Бронхиальная_астма","усталость","кашель","высокая_температура","одышка","история_семьи","","","","","","","","","","","",""
"Бронхиальная_астма","усталость","кашель","высокая_температура","одышка","история_семьи","слизистая_мокрота","","","","","","","","","","",""
"Бронхиальная_астма","кашель","высокая_температура","одышка","история_семьи","слизистая_мокрота","","","","","","","","","","","",""
"Бронхиальная_астма","усталость","высокая_температура","одышка","история_семьи","слизистая_мокрота","","","","","","","","","","","",""
"Гипертония","головная_боль","боль_в_груди","головокружение","потеря_равновесия","нехватка_концентрации","","","","","","","","","","","",""
"Гипертония","боль_в_груди","головокружение","потеря_равновесия","нехватка_концентрации","","","","","","","","","","","","",""
"Гипертония","головная_боль","головокружение","потеря_равновесия","нехватка_концентрации","","","","","","","","","","","","",""
"Гипертония","головная_боль","боль_в_груди","потеря_равновесия","нехватка_концентрации","","","","","","","","","","","","",""
"Гипертония","головная_боль","боль_в_груди","головокружение","нехватка_концентрации","","","","","","","","","","","","",""
"Гипертония","головная_боль","боль_в_груди","головокружение","потеря_равновесия","","","","","","","","","","","","",""
"Гипертония","головная_боль","боль_в_груди","головокружение","потеря_равновесия","нехватка_концентрации","","","","","","","","","","","",""
"Гипертония","боль_в_груди","головокружение","потеря_равновесия","нехватка_концентрации","","","","","","","","","","","","",""
"Гипертония","головная_боль","головокружение","потеря_равновесия","нехватка_концентрации","","","","","","","","","","","","",""
"Гипертония","головная_боль","боль_в_груди","потеря_равновесия","нехватка_концентрации","","","","","","","","","","","","",""
"Мигрень","кислотность","расстройство_желудка","головная_боль","затуманенное_и_искаженное_зрение","чрезмерный_голод","скованность_мышц_шеи","депрессия","раздражительность","нарушения_зрения","","","","","","","",""
"Мигрень","расстройство_желудка","головная_боль","затуманенное_и_искаженное_зрение","чрезмерный_голод","скованность_мышц_шеи","депрессия","раздражительность","нарушения_зрения","","","","","","","","",""
"Мигрень","кислотность","головная_боль","затуманенное_и_искаженное_зрение","чрезмерный_голод","скованность_мышц_шеи","депрессия","раздражительность","нарушения_зрения","","","","","","","","",""
"Мигрень","кислотность","расстройство_желудка","затуманенное_и_искаженное_зрение","чрезмерный_голод","скованность_мышц_шеи","депрессия","раздражительность","нарушения_зрения","","","","","","","","",""
"Мигрень","кислотность","расстройство_желудка","головная_боль","чрезмерный_голод","скованность_мышц_шеи","депрессия","раздражительность","нарушения_зрения","","","","","","","","",""
"Мигрень","кислотность","расстройство_желудка","головная_боль","затуманенное_и_искаженное_зрение","скованность_мышц_шеи","депрессия","раздражительность","нарушения_зрения","","","","","","","","",""
"Мигрень","кислотность","расстройство_желудка","головная_боль","затуманенное_и_искаженное_зрение","чрезмерный_голод","депрессия","раздражительность","нарушения_зрения","","","","","","","","",""
"Мигрень","кислотность","расстройство_желудка","головная_боль","затуманенное_и_искаженное_зрение","чрезмерный_голод","скованность_мышц_шеи","раздражительность","нарушения_зрения","","","","","","","","",""
"Мигрень","кислотность","расстройство_желудка","головная_боль","затуманенное_и_искаженное_зрение","чрезмерный_голод","скованность_мышц_шеи","депрессия","нарушения_зрения","","","","","","","","",""
"Мигрень","кислотность","расстройство_желудка","головная_боль","затуманенное_и_искаженное_зрение","чрезмерный_голод","скованность_мышц_шеи","депрессия","раздражительность","","","","","","","","",""
"Шейный_спондилез","боль_в_спине","слабость_в_конечностях","боль_в_шее","головокружение","потеря_равновесия","","","","","","","","","","","",""
"Шейный_спондилез","боль_в_спине","слабость_в_конечностях","боль_в_шее","головокружение","потеря_равновесия","","","","","","","","","","","",""
"Шейный_спондилез","слабость_в_конечностях","боль_в_шее","головокружение","потеря_равновесия","","","","","","","","","","","","",""
"Шейный_спондилез","боль_в_спине","боль_в_шее","головокружение","потеря_равновесия","","","","","","","","","","","","",""
"Шейный_спондилез","боль_в_спине","слабость_в_конечностях","головокружение","потеря_равновесия","","","","","","","","","","","","",""
"Шейный_спондилез","боль_в_спине","слабость_в_конечностях","боль_в_шее","потеря_равновесия","","","","","","","","","","","","",""
"Шейный_спондилез","боль_в_спине","слабость_в_конечностях","боль_в_шее","головокружение","","","","","","","","","","","","",""
"Шейный_спондилез","боль_в_спине","слабость_в_конечностях","боль_в_шее","головокружение","потеря_равновесия","","","","","","","","","","","",""
"Шейный_спондилез","слабость_в_конечностях","боль_в_шее","головокружение","потеря_равновесия","","","","","","","","","","","","",""
"Шейный_спондилез","боль_в_спине","боль_в_шее","головокружение","потеря_равновесия","","","","","","","","","","","","",""
"Паралич_(кровоизлияние_в_мозг)","рвота","головная_боль","слабость_одной_стороны_тела","измененная_сенсорика","","","","","","","","","","","","",""
"Паралич_(кровоизлияние_в_мозг)","рвота","головная_боль","слабость_одной_стороны_тела","измененная_сенсорика","","","","","","","","","","","","",""
"Паралич_(кровоизлияние_в_мозг)","головная_боль","слабость_одной_стороны_тела","измененная_сенсорика","","","","","","","","","","","","","",""
"Паралич_(кровоизлияние_в_мозг)","рвота","слабость_одной_стороны_тела","измененная_сенсорика","","","","","","","","","","","","","",""
"Паралич_(кровоизлияние_в_мозг)","рвота","головная_боль","измененная_сенсорика","","","","","","","","","","","","","",""
"Паралич_(кровоизлияние_в_мозг)","рвота","головная_боль","слабость_одной_стороны_тела","","","","","","","","","","","","","",""
"Паралич_(кровоизлияние_в_мозг)","рвота","головная_боль","слабость_одной_стороны_тела","измененная_сенсорика","","","","","","","","","","","","",""
"Паралич_(кровоизлияние_в_мозг)","головная_боль","слабость_одной_стороны_тела","измененная_сенсорика","","","","","","","","","","","","","",""
"Паралич_(кровоизлияние_в_мозг)","рвота","слабость_одной_стороны_тела","измененная_сенсорика","","","","","","","","","","","","","",""
"Паралич_(кровоизлияние_в_мозг)","рвота","головная_боль","измененная_сенсорика","","","","","","","","","","","","","",""
"Желтуха","зуд","рвота","усталость","потеря_веса","высокая_температура","желтоватая_кожа","темная_моча","боль_в_животе","","","","","","","","",""
"Желтуха","зуд","рвота","усталость","потеря_веса","высокая_температура","желтоватая_кожа","темная_моча","боль_в_животе","","","","","","","","",""
"Желтуха","рвота","усталость","потеря_веса","высокая_температура","желтоватая_кожа","темная_моча","боль_в_животе","","","","","","","","","",""
"Желтуха","зуд","усталость","потеря_веса","высокая_температура","желтоватая_кожа","темная_моча","боль_в_животе","","","","","","","","","",""
"Желтуха","зуд","рвота","потеря_веса","высокая_температура","желтоватая_кожа","темная_моча","боль_в_животе","","","","","","","","","",""
"Желтуха","зуд","рвота","усталость","высокая_температура","желтоватая_кожа","темная_моча","боль_в_животе","","","","","","","","","",""
"Желтуха","зуд","рвота","усталость","потеря_веса","желтоватая_кожа","темная_моча","боль_в_животе","","","","","","","","","",""
"Желтуха","зуд","рвота","усталость","потеря_веса","высокая_температура","темная_моча","боль_в_животе","","","","","","","","","",""
"Желтуха","зуд","рвота","усталость","потеря_веса","высокая_температура","желтоватая_кожа","боль_в_животе","","","","","","","","","",""
"Желтуха","зуд","рвота","усталость","потеря_веса","высокая_температура","желтоватая_кожа","темная_моча","","","","","","","","","",""
"Малярия","озноб","рвота","высокая_температура","потливость","головная_боль","тошнота","боли_в_мышцах","","","","","","","","","",""
"Малярия","озноб","рвота","высокая_температура","потливость","головная_боль","тошнота","диарея","боли_в_мышцах","","","","","","","","",""
"Малярия","озноб","рвота","высокая_температура","потливость","головная_боль","тошнота","диарея","боли_в_мышцах","","","","","","","","",""
"Малярия","рвота","высокая_температура","потливость","головная_боль","тошнота","диарея","боли_в_мышцах","","","","","","","","","",""
"Малярия","озноб","высокая_температура","потливость","головная_боль","тошнота","диарея","боли_в_мышцах","","","","","","","","","",""
"Малярия","озноб","рвота","потливость","головная_боль","тошнота","диарея","боли_в_мышцах","","","","","","","","","",""
"Малярия","озноб","рвота","высокая_температура","головная_боль","тошнота","диарея","боли_в_мышцах","","","","","","","","","",""
"Малярия","озноб","рвота","высокая_температура","потливость","тошнота","диарея","боли_в_мышцах","","","","","","","","","",""
"Малярия","озноб","рвота","высокая_температура","потливость","головная_боль","диарея","боли_в_мышцах","","","","","","","","","",""
"Малярия","озноб","рвота","высокая_температура","потливость","головная_боль","тошнота","боли_в_мышцах","","","","","","","","","",""
"Ветряная_оспа","зуд","кожная_сыпь","усталость","вялость","высокая_температура","головная_боль","потеря_аппетита","слабая_лихорадка","опухшие_лимфатические_узлы","недомогание","красные_пятна_по_телу","","","","","",""
"Ветряная_оспа","кожная_сыпь","усталость","вялость","высокая_температура","головная_боль","потеря_аппетита","слабая_лихорадка","опухшие_лимфатические_узлы","недомогание","красные_пятна_по_телу","","","","","","",""
"Ветряная_оспа","зуд","усталость","вялость","высокая_температура","головная_боль","потеря_аппетита","слабая_лихорадка","опухшие_лимфатические_узлы","недомогание","красные_пятна_по_телу","","","","","","",""
"Ветряная_оспа","зуд","кожная_сыпь","вялость","высокая_температура","головная_боль","потеря_аппетита","слабая_лихорадка","опухшие_лимфатические_узлы","недомогание","красные_пятна_по_телу","","","","","","",""
"Ветряная_оспа","зуд","кожная_сыпь","усталость","высокая_температура","головная_боль","потеря_аппетита","слабая_лихорадка","опухшие_лимфатические_узлы","недомогание","красные_пятна_по_телу","","","","","","",""
"Ветряная_оспа","зуд","кожная_сыпь","усталость","вялость","головная_боль","потеря_аппетита","слабая_лихорадка","опухшие_лимфатические_узлы","недомогание","красные_пятна_по_телу","","","","","","",""
"Ветряная_оспа","зуд","кожная_сыпь","усталость","вялость","высокая_температура","потеря_аппетита","слабая_лихорадка","опухшие_лимфатические_узлы","недомогание","красные_пятна_по_телу","","","","","","",""
"Ветряная_оспа","зуд","кожная_сыпь","усталость","вялость","высокая_температура","головная_боль","слабая_лихорадка","опухшие_лимфатические_узлы","недомогание","красные_пятна_по_телу","","","","","","",""
"Ветряная_оспа","зуд","кожная_сыпь","усталость","вялость","высокая_температура","головная_боль","потеря_аппетита","опухшие_лимфатические_узлы","недомогание","красные_пятна_по_телу","","","","","","",""
"Ветряная_оспа","зуд","кожная_сыпь","усталость","вялость","высокая_температура","головная_боль","потеря_аппетита","слабая_лихорадка","недомогание","красные_пятна_по_телу","","","","","","",""
"Денге","кожная_сыпь","озноб","боль_в_суставах","рвота","усталость","высокая_температура","головная_боль","тошнота","потеря_аппетита","боль_за_глазами","боль_в_спине","боли_в_мышцах","красные_пятна_по_телу","","","",""
"Денге","кожная_сыпь","озноб","боль_в_суставах","рвота","усталость","высокая_температура","головная_боль","тошнота","потеря_аппетита","боль_за_глазами","боль_в_спине","недомогание","красные_пятна_по_телу","","","",""
"Денге","кожная_сыпь","озноб","боль_в_суставах","рвота","усталость","высокая_температура","головная_боль","тошнота","потеря_аппетита","боль_за_глазами","боль_в_спине","недомогание","боли_в_мышцах","","","",""
"Денге","кожная_сыпь","озноб","боль_в_суставах","рвота","усталость","высокая_температура","головная_боль","тошнота","потеря_аппетита","боль_за_глазами","боль_в_спине","недомогание","боли_в_мышцах","красные_пятна_по_телу","","",""
"Денге","озноб","боль_в_суставах","рвота","усталость","высокая_температура","головная_боль","тошнота","потеря_аппетита","боль_за_глазами","боль_в_спине","недомогание","боли_в_мышцах","красные_пятна_по_телу","","","",""
"Денге","кожная_сыпь","боль_в_суставах","рвота","усталость","высокая_температура","головная_боль","тошнота","потеря_аппетита","боль_за_глазами","боль_в_спине","недомогание","боли_в_мышцах","красные_пятна_по_телу","","","",""
"Денге","кожная_сыпь","озноб","рвота","усталость","высокая_температура","головная_боль","тошнота","потеря_аппетита","боль_за_глазами","боль_в_спине","недомогание","боли_в_мышцах","красные_пятна_по_телу","","","",""
"Денге","кожная_сыпь","озноб","боль_в_суставах","усталость","высокая_температура","головная_боль","тошнота","потеря_аппетита","боль_за_глазами","боль_в_спине","недомогание","боли_в_мышцах","красные_пятна_по_телу","","","",""
"Денге","кожная_сыпь","озноб","боль_в_суставах","рвота","высокая_температура","головная_боль","тошнота","потеря_аппетита","боль_за_глазами","боль_в_спине","недомогание","боли_в_мышцах","красные_пятна_по_телу","","","",""
"Денге","кожная_сыпь","озноб","боль_в_суставах","рвота","усталость","головная_боль","тошнота","потеря_аппетита","боль_за_глазами","боль_в_спине","недомогание","боли_в_мышцах","красные_пятна_по_телу","","","",""
"тифозный","озноб","рвота","усталость","высокая_температура","тошнота","запор","боль_в_животе","диарея","токсичный_вид_(тиф)","боль_в_животе","","","","","","",""
"тифозный","озноб","рвота","усталость","высокая_температура","головная_боль","запор","боль_в_животе","диарея","токсичный_вид_(тиф)","боль_в_животе","","","","","","",""
"тифозный","озноб","рвота","усталость","высокая_температура","головная_боль","тошнота","боль_в_животе","диарея","токсичный_вид_(тиф)","боль_в_животе","","","","","","",""
"тифозный","озноб","рвота","усталость","высокая_температура","головная_боль","тошнота","запор","диарея","токсичный_вид_(тиф)","боль_в_животе","","","","","","",""
"тифозный","озноб","рвота","усталость","высокая_температура","головная_боль","тошнота","запор","боль_в_животе","токсичный_вид_(тиф)","боль_в_животе","","","","","","",""
"тифозный","озноб","рвота","усталость","высокая_температура","головная_боль","тошнота","запор","боль_в_животе","диарея","боль_в_животе","","","","","","",""
"тифозный","озноб","рвота","усталость","высокая_температура","головная_боль","тошнота","запор","боль_в_животе","диарея","токсичный_вид_(тиф)","","","","","","",""
"тифозный","озноб","рвота","усталость","высокая_температура","головная_боль","тошнота","запор","боль_в_животе","диарея","токсичный_вид_(тиф)","боль_в_животе","","","","","",""
"тифозный","озноб","рвота","усталость","высокая_температура","головная_боль","тошнота","запор","боль_в_животе","диарея","токсичный_вид_(тиф)","боль_в_животе","","","","","",""
"тифозный","озноб","усталость","высокая_температура","головная_боль","тошнота","запор","боль_в_животе","диарея","токсичный_вид_(тиф)","боль_в_животе","","","","","","",""
"гепатит_А","боль_в_суставах","рвота","желтоватая_кожа","темная_моча","тошнота","потеря_аппетита","боль_в_животе","диарея","слабая_лихорадка","пожелтение_глаз","боли_в_мышцах","","","","","",""
"гепатит_А","боль_в_суставах","рвота","желтоватая_кожа","темная_моча","тошнота","потеря_аппетита","боль_в_животе","диарея","слабая_лихорадка","пожелтение_глаз","боли_в_мышцах","","","","","",""
"гепатит_А","рвота","желтоватая_кожа","темная_моча","тошнота","потеря_аппетита","боль_в_животе","диарея","слабая_лихорадка","пожелтение_глаз","боли_в_мышцах","","","","","","",""
"гепатит_А","боль_в_суставах","желтоватая_кожа","темная_моча","тошнота","потеря_аппетита","боль_в_животе","диарея","слабая_лихорадка","пожелтение_глаз","боли_в_мышцах","","","","","","",""
"гепатит_А","боль_в_суставах","рвота","темная_моча","тошнота","потеря_аппетита","боль_в_животе","диарея","слабая_лихорадка","пожелтение_глаз","боли_в_мышцах","","","","","","",""
"гепатит_А","боль_в_суставах","рвота","желтоватая_кожа","тошнота","потеря_аппетита","боль_в_животе","диарея","слабая_лихорадка","пожелтение_глаз","боли_в_мышцах","","","","","","",""
"гепатит_А","боль_в_суставах","рвота","желтоватая_кожа","темная_моча","потеря_аппетита","боль_в_животе","диарея","слабая_лихорадка","пожелтение_глаз","боли_в_мышцах","","","","","","",""
"гепатит_А","боль_в_суставах","рвота","желтоватая_кожа","темная_моча","тошнота","боль_в_животе","диарея","слабая_лихорадка","пожелтение_глаз","боли_в_мышцах","","","","","","",""
"гепатит_А","боль_в_суставах","рвота","желтоватая_кожа","темная_моча","тошнота","потеря_аппетита","диарея","слабая_лихорадка","пожелтение_глаз","боли_в_мышцах","","","","","","",""
"гепатит_А","боль_в_суставах","рвота","желтоватая_кожа","темная_моча","тошнота","потеря_аппетита","боль_в_животе","слабая_лихорадка","пожелтение_глаз","боли_в_мышцах","","","","","","",""
"Гепатит_Б","зуд","усталость","вялость","желтоватая_кожа","темная_моча","потеря_аппетита","боль_в_животе","желтая_моча","пожелтение_глаз","недомогание","получение_переливания_крови","получение_нестерильных_инъекций","","","","",""
"Гепатит_Б","зуд","усталость","вялость","желтоватая_кожа","темная_моча","потеря_аппетита","боль_в_животе","желтая_моча","пожелтение_глаз","недомогание","получение_переливания_крови","получение_нестерильных_инъекций","","","","",""
"Гепатит_Б","усталость","вялость","желтоватая_кожа","темная_моча","потеря_аппетита","боль_в_животе","желтая_моча","пожелтение_глаз","недомогание","получение_переливания_крови","получение_нестерильных_инъекций","","","","","",""
"Гепатит_Б","зуд","вялость","желтоватая_кожа","темная_моча","потеря_аппетита","боль_в_животе","желтая_моча","пожелтение_глаз","недомогание","получение_переливания_крови","получение_нестерильных_инъекций","","","","","",""
"Гепатит_Б","зуд","усталость","желтоватая_кожа","темная_моча","потеря_аппетита","боль_в_животе","желтая_моча","пожелтение_глаз","недомогание","получение_переливания_крови","получение_нестерильных_инъекций","","","","","",""
"Гепатит_Б","зуд","усталость","вялость","темная_моча","потеря_аппетита","боль_в_животе","желтая_моча","пожелтение_глаз","недомогание","получение_переливания_крови","получение_нестерильных_инъекций","","","","","",""
"Гепатит_Б","зуд","усталость","вялость","желтоватая_кожа","потеря_аппетита","боль_в_животе","желтая_моча","пожелтение_глаз","недомогание","получение_переливания_крови","получение_нестерильных_инъекций","","","","","",""
"Гепатит_Б","зуд","усталость","вялость","желтоватая_кожа","темная_моча","боль_в_животе","желтая_моча","пожелтение_глаз","недомогание","получение_переливания_крови","получение_нестерильных_инъекций","","","","","",""
"Гепатит_Б","зуд","усталость","вялость","желтоватая_кожа","темная_моча","потеря_аппетита","желтая_моча","пожелтение_глаз","недомогание","получение_переливания_крови","получение_нестерильных_инъекций","","","","","",""
"Гепатит_Б","зуд","усталость","вялость","желтоватая_кожа","темная_моча","потеря_аппетита","боль_в_животе","пожелтение_глаз","недомогание","получение_переливания_крови","получение_нестерильных_инъекций","","","","","",""
"Гепатит_С","усталость","желтоватая_кожа","тошнота","потеря_аппетита","история_семьи","","","","","","","","","","","",""
"Гепатит_С","усталость","желтоватая_кожа","тошнота","потеря_аппетита","пожелтение_глаз","история_семьи","","","","","","","","","","",""
"Гепатит_С","желтоватая_кожа","тошнота","потеря_аппетита","пожелтение_глаз","история_семьи","","","","","","","","","","","",""
"Гепатит_С","усталость","тошнота","потеря_аппетита","пожелтение_глаз","история_семьи","","","","","","","","","","","",""
"Гепатит_С","усталость","желтоватая_кожа","потеря_аппетита","пожелтение_глаз","история_семьи","","","","","","","","","","","",""
"Гепатит_С","усталость","желтоватая_кожа","тошнота","пожелтение_глаз","история_семьи","","","","","","","","","","","",""
"Гепатит_С","усталость","желтоватая_кожа","тошнота","потеря_аппетита","история_семьи","","","","","","","","","","","",""
"Гепатит_С","усталость","желтоватая_кожа","тошнота","потеря_аппетита","пожелтение_глаз","","","","","","","","","","","",""
"Гепатит_С","усталость","желтоватая_кожа","тошнота","потеря_аппетита","пожелтение_глаз","история_семьи","","","","","","","","","","",""
"Гепатит_С","усталость","желтоватая_кожа","тошнота","потеря_аппетита","пожелтение_глаз","история_семьи","","","","","","","","","","",""
"Гепатит_Д","боль_в_суставах","рвота","усталость","желтоватая_кожа","темная_моча","тошнота","потеря_аппетита","боль_в_животе","пожелтение_глаз","","","","","","","",""
"Гепатит_Д","рвота","усталость","желтоватая_кожа","темная_моча","тошнота","потеря_аппетита","боль_в_животе","пожелтение_глаз","","","","","","","","",""
"Гепатит_Д","боль_в_суставах","усталость","желтоватая_кожа","темная_моча","тошнота","потеря_аппетита","боль_в_животе","пожелтение_глаз","","","","","","","","",""
"Гепатит_Д","боль_в_суставах","рвота","желтоватая_кожа","темная_моча","тошнота","потеря_аппетита","боль_в_животе","пожелтение_глаз","","","","","","","","",""
"Гепатит_Д","боль_в_суставах","рвота","усталость","темная_моча","тошнота","потеря_аппетита","боль_в_животе","пожелтение_глаз","","","","","","","","",""
"Гепатит_Д","боль_в_суставах","рвота","усталость","желтоватая_кожа","тошнота","потеря_аппетита","боль_в_животе","пожелтение_глаз","","","","","","","","",""
"Гепатит_Д","боль_в_суставах","рвота","усталость","желтоватая_кожа","темная_моча","потеря_аппетита","боль_в_животе","пожелтение_глаз","","","","","","","","",""
"Гепатит_Д","боль_в_суставах","рвота","усталость","желтоватая_кожа","темная_моча","тошнота","боль_в_животе","пожелтение_глаз","","","","","","","","",""
"Гепатит_Д","боль_в_суставах","рвота","усталость","желтоватая_кожа","темная_моча","тошнота","потеря_аппетита","пожелтение_глаз","","","","","","","","",""
